Statistical profiling result from isolate-0x36f0a00-v8.log, (12377 ticks, 236 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1   14.3%      Function: ~Entity /home/ubuntu/workspace/arras.io/src/server/server.js:1454:13
      1  100.0%        Function: ~fire /home/ubuntu/workspace/arras.io/src/server/server.js:1193:6
      1  100.0%          Function: ~live /home/ubuntu/workspace/arras.io/src/server/server.js:1156:6
      1  100.0%            Function: ~my.guns.forEach.gun /home/ubuntu/workspace/arras.io/src/server/server.js:1390:19
      6    1.9%    Function: ~remove internal/linkedlist.js:15:16
      5   83.3%      LazyCompile: *listOnTimeout timers.js:205:23
      1   16.7%      Function: ~listOnTimeout timers.js:205:23
      6    1.9%    Function: ~entitiesActivationLoop /home/ubuntu/workspace/arras.io/src/server/server.js:4091:33
      6  100.0%      Function: ~entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4123:20
      6  100.0%        Builtin: ArrayForEach
      6  100.0%          Function: ~gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
      6  100.0%            Function: ~ontimeout timers.js:463:19
      5    1.5%    LazyCompile: *death /home/ubuntu/workspace/arras.io/src/server/server.js:2088:7
      5  100.0%      LazyCompile: *entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4132:20
      5  100.0%        Builtin: ArrayForEach
      3   60.0%          LazyCompile: *gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
      3  100.0%            Function: ~ontimeout timers.js:463:19
      2   40.0%          Function: ~gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
      2  100.0%            Function: ~ontimeout timers.js:463:19
      4    1.2%    LazyCompile: *entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4132:20
      4  100.0%      Builtin: ArrayForEach
      3   75.0%        Function: ~gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
      3  100.0%          Function: ~ontimeout timers.js:463:19
      3  100.0%            Function: ~tryOnTimeout timers.js:296:22
      1   25.0%        LazyCompile: *gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
      1  100.0%          Function: ~ontimeout timers.js:463:19
      1  100.0%            Function: ~tryOnTimeout timers.js:296:22
      4    1.2%    LazyCompile: *define /home/ubuntu/workspace/arras.io/src/server/server.js:1597:8
      3   75.0%      Function: ~Entity /home/ubuntu/workspace/arras.io/src/server/server.js:1454:13
      2   66.7%        Function: ~fire /home/ubuntu/workspace/arras.io/src/server/server.js:1193:6
      2  100.0%          Function: ~live /home/ubuntu/workspace/arras.io/src/server/server.js:1156:6
      2  100.0%            Function: ~my.guns.forEach.gun /home/ubuntu/workspace/arras.io/src/server/server.js:1390:19
      1   33.3%        Function: ~placeNewFood /home/ubuntu/workspace/arras.io/src/server/server.js:4373:22
      1  100.0%          Function: ~makeGroupedFood /home/ubuntu/workspace/arras.io/src/server/server.js:4436:25
      1  100.0%            Function: ~makefood /home/ubuntu/workspace/arras.io/src/server/server.js:4463:10
      1   25.0%      LazyCompile: *define /home/ubuntu/workspace/arras.io/src/server/server.js:1597:8
      1  100.0%        Function: ~placeNewFood /home/ubuntu/workspace/arras.io/src/server/server.js:4373:22
      1  100.0%          Function: ~makeGroupedFood /home/ubuntu/workspace/arras.io/src/server/server.js:4436:25
      1  100.0%            Function: ~makefood /home/ubuntu/workspace/arras.io/src/server/server.js:4463:10
      4    1.2%    Function: ~think /home/ubuntu/workspace/arras.io/src/server/server.js:308:7
      4  100.0%      LazyCompile: *my.controllers.forEach.AI /home/ubuntu/workspace/arras.io/src/server/server.js:1372:26
      4  100.0%        Builtin: ArrayForEach
      4  100.0%          LazyCompile: *my /home/ubuntu/workspace/arras.io/src/server/server.js:1360:9
      3   75.0%            Function: ~life /home/ubuntu/workspace/arras.io/src/server/server.js:1590:6
      1   25.0%            LazyCompile: *life /home/ubuntu/workspace/arras.io/src/server/server.js:1590:6

    236    1.9%  UNKNOWN

    224    1.8%  LazyCompile: *update /home/ubuntu/workspace/arras.io/src/server/server.js:1491:13
    213   95.1%    LazyCompile: *entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4123:20
    213  100.0%      Builtin: ArrayForEach
    141   66.2%        Function: ~gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
    141  100.0%          Function: ~ontimeout timers.js:463:19
    141  100.0%            Function: ~tryOnTimeout timers.js:296:22
     72   33.8%        LazyCompile: *gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
     72  100.0%          Function: ~ontimeout timers.js:463:19
     72  100.0%            Function: ~tryOnTimeout timers.js:296:22
      9    4.0%    LazyCompile: *entitiesActivationLoop /home/ubuntu/workspace/arras.io/src/server/server.js:4091:33
      9  100.0%      Function: ~entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4123:20
      9  100.0%        Builtin: ArrayForEach
      9  100.0%          Function: ~gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
      9  100.0%            Function: ~ontimeout timers.js:463:19

    222    1.8%  Builtin: Call_ReceiverIsNotNullOrUndefined
    136   61.3%    LazyCompile: *entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4123:20
    136  100.0%      Builtin: ArrayForEach
     97   71.3%        Function: ~gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
     97  100.0%          Function: ~ontimeout timers.js:463:19
     97  100.0%            Function: ~tryOnTimeout timers.js:296:22
     39   28.7%        LazyCompile: *gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
     39  100.0%          Function: ~ontimeout timers.js:463:19
     39  100.0%            Function: ~tryOnTimeout timers.js:296:22
     75   33.8%    LazyCompile: *update /home/ubuntu/workspace/arras.io/src/server/server.js:1491:13
     75  100.0%      LazyCompile: *entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4123:20
     75  100.0%        Builtin: ArrayForEach
     50   66.7%          Function: ~gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
     50  100.0%            Function: ~ontimeout timers.js:463:19
     25   33.3%          LazyCompile: *gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
     25  100.0%            Function: ~ontimeout timers.js:463:19
      4    1.8%    LazyCompile: *HSHG.addObject /home/ubuntu/workspace/arras.io/src/server/lib/hshg.js:35:37
      2   50.0%      LazyCompile: *Entity.addToGrid /home/ubuntu/workspace/arras.io/src/server/server.js:1481:20
      2  100.0%        LazyCompile: *update /home/ubuntu/workspace/arras.io/src/server/server.js:1491:13
      2  100.0%          LazyCompile: *entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4123:20
      2  100.0%            Builtin: ArrayForEach
      2   50.0%      Function: ~Entity.addToGrid /home/ubuntu/workspace/arras.io/src/server/server.js:1481:20
      2  100.0%        LazyCompile: *update /home/ubuntu/workspace/arras.io/src/server/server.js:1491:13
      2  100.0%          LazyCompile: *entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4123:20
      2  100.0%            Builtin: ArrayForEach
      3    1.4%    LazyCompile: *update_RECOMPUTE /home/ubuntu/workspace/arras.io/src/server/lib/hshg.js:2:27
      3  100.0%      Function: ~HSHG.update /home/ubuntu/workspace/arras.io/src/server/lib/hshg.js:92:34
      3  100.0%        Function: ~gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
      3  100.0%          Function: ~ontimeout timers.js:463:19
      3  100.0%            Function: ~tryOnTimeout timers.js:296:22

    144    1.2%  node::(anonymous namespace)::ContextifyScript::New(v8::FunctionCallbackInfo<v8::Value> const&)
    144  100.0%    v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
     98   68.1%      Function: ~createScript vm.js:79:22
     98  100.0%        Function: ~runInThisContext vm.js:138:26
     96   98.0%          Function: ~Module._compile module.js:581:37
     96  100.0%            Function: ~Module._extensions..js module.js:633:37
      2    2.0%          Function: ~nodeGlobalRequire /home/ubuntu/workspace/arras.io/node_modules/google-closure-library/closure/goog/bootstrap/nodejs.js:86:27
      2  100.0%            Function: ~<anonymous> /home/ubuntu/workspace/arras.io/node_modules/google-closure-library/closure/goog/bootstrap/nodejs.js:1:11
     46   31.9%      Function: ~runInThisContext bootstrap_node.js:494:28
     46  100.0%        Function: ~NativeModule.compile bootstrap_node.js:583:44
     46  100.0%          Function: ~NativeModule.require bootstrap_node.js:515:34
      6   13.0%            Function: ~<anonymous> module.js:1:11
      4    8.7%            Function: ~Module._load module.js:443:24
      4    8.7%            Function: ~<anonymous> util.js:1:11
      3    6.5%            Function: ~<anonymous> tls.js:1:11
      2    4.3%            Function: ~startup bootstrap_node.js:12:19
      2    4.3%            Function: ~setupGlobalVariables bootstrap_node.js:251:32
      2    4.3%            Function: ~setupGlobalConsole bootstrap_node.js:306:30
      2    4.3%            Function: ~<anonymous> tty.js:1:11
      2    4.3%            Function: ~<anonymous> stream.js:1:11
      2    4.3%            Function: ~<anonymous> internal/cluster/master.js:1:11
      2    4.3%            Function: ~<anonymous> http.js:1:11
      2    4.3%            Function: ~<anonymous> fs.js:1:11
      1    2.2%            Function: ~setup_performance internal/process.js:11:27
      1    2.2%            Function: ~setupGlobalTimeouts bootstrap_node.js:296:31
      1    2.2%            Function: ~<anonymous> timers.js:1:11
      1    2.2%            Function: ~<anonymous> net.js:1:11
      1    2.2%            Function: ~<anonymous> internal/url.js:1:11
      1    2.2%            Function: ~<anonymous> internal/loader/resolveRequestUrl.js:1:11
      1    2.2%            Function: ~<anonymous> internal/loader/ModuleMap.js:1:11
      1    2.2%            Function: ~<anonymous> internal/loader/Loader.js:1:11
      1    2.2%            Function: ~<anonymous> internal/child_process.js:1:11
      1    2.2%            Function: ~<anonymous> cluster.js:1:11
      1    2.2%            Function: ~<anonymous> child_process.js:1:11
      1    2.2%            Function: ~<anonymous> _http_common.js:1:11
      1    2.2%            Function: ~<anonymous> _http_client.js:1:11

